source_id,source_name,target_id,target_name,relation_type,evidence,source_paper_id,source_paper
ent_92d92738,smallest value of Av,,Concept,IS_A,,,
ent_9370dc54,customized mixed program between C++ and Matlab,,Tool,IS_A,,,
ent_97c64de2,affective valence,,Concept,IS_A,,,
ent_99b0c32f,novel,,Concept,IS_A,,,
ent_9b447416,Right frontal gamma oscillation,ent_9b447416,right frontal areas,LOCATED_IN,This work suggest that the source of right frontal gamma oscillation may be located in the right frontal areas.,,1_10.1109_ACCESS.2018.2827023
ent_9b447416,Right frontal gamma oscillation,,Finding,IS_A,,,
ent_9b447416,right frontal areas,,Concept,IS_A,,,
ent_9f47ad62,head movement law,,Concept,IS_A,,,
ent_9fb5aa72,experimental setup and operational burden,,Concept,IS_A,,,
ent_a077467b,Haptic preference score (HPS),ent_5c6ed452,1 to 5,IS_ON_A_SCALE_OF,The haptic preference score (HPS) was on a scale of 1 (very dissatisfied) to 5 (very satisfied).,,1_10.1109_ACCESS.2018.2827023
ent_a077467b,Haptic profiles,ent_db53d75a,different HPSs,PROVIDE,the four haptic profiles provide different HPSs to the participants.,,1_10.1109_ACCESS.2018.2827023
ent_a077467b,Haptic preference score (HPS),,Metric,IS_A,,,
ent_a077467b,Haptic profiles,,Concept,IS_A,,,
ent_a1828df1,Biosemi system,ent_e4092902,64-channel EEG data,RECORDS,"The Biosemi system (Active-two, Biosemi, Amsterdam, Netherlands) was used for recording 64-channel EEG data.",,1_10.1109_ACCESS.2018.2827023
ent_a1828df1,Biosemi system,,Tool,IS_A,,,
ent_a3855c33,HPS = 1 or HPS = 5,,Concept,IS_A,,,
ent_a40b9b99,Experiment II,ent_c82f1484,navigation performance of the system,INVESTIGATED,Experiment II was designed to investigate the navigation performance of the system.,,1_10.1109_ACCESS.2018.2825378
ent_a40b9b99,Experiment II,,Dataset,IS_A,,,
ent_a6735218,object recognition and perception processing,,Concept,IS_A,,,
ent_a6c3daa1,Haptic preference scores (HPS),ent_f492afa1,haptic profiles B and C,WERE_HIGHER_FOR,"The HPSs for haptic proﬁles B and C were higher than those for haptic proﬁles A and D (repeated measures one-way ANOVA, p < 0.01).",,1_10.1109_ACCESS.2018.2827023
ent_a6c3daa1,haptic preferences,,Concept,IS_A,,,
ent_a6c3daa1,Haptic preference scores (HPS),,Metric,IS_A,,,
ent_aec40644,Profile D,ent_87479ff8,largest value of Av,HAS,"Instead, profile D had the largest value of Av and the smallest value of 's.'",,1_10.1109_ACCESS.2018.2827023
ent_aec40644,Profile D,,Concept,IS_A,,,
ent_b06a569c,DSP embedded system,ent_e066cdda,dial knob,CONTROLS,The DSP embedded system in the washing machine model controls the dial knob via a DC motor.,,1_10.1109_ACCESS.2018.2827023
ent_b06a569c,DSP embedded system,,Tool,IS_A,,,
ent_b12ff7a2,keyboard,,Method,IS_A,,,
ent_b1455382,Lafleur et al.,,Concept,IS_A,,,
ent_b55570e6,critical role in tactile decision processing,,Concept,IS_A,,,
ent_b6139268,Prefrontal cortex,ent_197261b4,decision-making,RELATED_TO,"The prefrontal cortex is known to be related to decision-making, emotional responses, and attention functions.",,1_10.1109_ACCESS.2018.2827023
ent_b6139268,Prefrontal cortex,ent_b55570e6,critical role in tactile decision processing,PLAYS,An fMRI study reported that the prefrontal cortex plays a critical role in tactile decision processing.,,1_10.1109_ACCESS.2018.2827023
ent_b6139268,Prefrontal cortex,,Concept,IS_A,,,
ent_bb5b3f0c,direction that corresponds to the stimulus,,Concept,IS_A,,,
ent_bd3392c5,higher SNR of SSVEP with small disparity angles,,Finding,IS_A,,,
ent_bee085d5,Brain-Computer Interface,ent_bee085d5,Brain-Computer Interface,DIRECTLY_BRIDGES,"Brain-Computer Interface (BCI), as an emerging technology, directly bridges the brain and the external environment.",,1_10.1109_ACCESS.2018.2825378
ent_bee085d5,Brain-Computer Interface,,Concept,IS_A,,,
ent_c2a61975,six runs,,Concept,IS_A,,,
ent_c31fbbd7,2-43 Hz,,Concept,IS_A,,,
ent_c380d9b4,Touch,ent_ef5c0e59,impulse purchasing,INFLUENCES,Peck and Childers reported that touch is able to influence impulse purchasing.,,1_10.1109_ACCESS.2018.2827023
ent_c380d9b4,Touch,,Concept,IS_A,,,
ent_c4ad29cb,search process,,Task,IS_A,,,
ent_c82f1484,navigation performance of the system,,Task,IS_A,,,
ent_cb64039b,asynchronous BCI,ent_530cc657,synchronous BCI,PROVIDES_MORE_AUTONOMY_COMPARED_TO,"The asynchronous BCI does not limit the attempt time or fix a schedule, such as a synchronous BCI, thereby providing more autonomy and more suitability for practical use.",,1_10.1109_ACCESS.2018.2825378
ent_cb64039b,asynchronous BCI,,Method,IS_A,,,
ent_cbd2f218,very satisfied or very dissatisfied,,Concept,IS_A,,,
ent_cc8f231b,subtracting the baseline mean from every time point within an epoch and dividing this by the baseline standard deviation,,Concept,IS_A,,,
ent_cd3866ce,Middendorf et al.,,Concept,IS_A,,,
ent_cf948c7a,83.3%,,Concept,IS_A,,,
ent_d19dfb82,Method,ent_f98123b8,transitional state from a steady state,ISOLATES,sought a method to isolate the transitional state from a steady state.,,1_10.1109_ACCESS.2018.2825378
ent_d19dfb82,Method,,Method,IS_A,,,
ent_d3a387f0,16 trials,,Concept,IS_A,,,
ent_d597ebfa,EEG signal and head pose data,,Concept,IS_A,,,
ent_d835a23c,Response times,ent_a3855c33,HPS = 1 or HPS = 5,WERE_SHORTER_WHEN_PARTICIPANTS_SELECTED,"The response times were shorter when participants selected ‘‘very dissatisﬁed’’ (HPS = 1) or ‘‘very satisﬁed’’ (HPS = 5) compared to the other choices (repeated measures one-way ANOVA, p < 0.01).",,1_10.1109_ACCESS.2018.2827023
ent_d835a23c,Response times,ent_cbd2f218,very satisfied or very dissatisfied,SHORTER_WITH,the response times when the participant selected either 'very satisfied' or 'very dissatisfied' as the preference level were significantly shorter than the other choices.,,1_10.1109_ACCESS.2018.2827023
ent_d835a23c,Response times,,Metric,IS_A,,,
ent_db53d75a,different HPSs,,Concept,IS_A,,,
ent_dcf79aec,providing immersive experience,,Finding,IS_A,,,
ent_dd9e1dd9,Unmanned aerial vehicle,ent_25d33b83,broad application prospects,HAS,unmanned aerial vehicle (UAV) has developed quickly and has broad application prospects.,,1_10.1109_ACCESS.2018.2825378
ent_dd9e1dd9,Unmanned aerial vehicle,,Concept,IS_A,,,
ent_e047282a,Beta-band oscillations,ent_12de27fd,emotional and cognitive processes,REFLECT,Beta-band oscillations reﬂect emotional and cognitive processes [33].,,1_10.1109_ACCESS.2018.2827023
ent_e047282a,Beta-band oscillations,,Concept,IS_A,,,
ent_e066cdda,dial knob,,Concept,IS_A,,,
ent_e1e30fe6,HPS,,Concept,IS_A,,,
ent_e2897506,feeling-of-knowing judgments,,Concept,IS_A,,,
ent_e4092902,64-channel EEG data,,Concept,IS_A,,,
ent_e5be3045,cognitive processes,,Concept,IS_A,,,
ent_ea5234df,hover,,Concept,IS_A,,,
ent_ef5c0e59,impulse purchasing,,Concept,IS_A,,,
ent_ef7bd5af,Quadcopter Control,,Task,IS_A,,,
ent_f492afa1,haptic profiles B and C,,Dataset,IS_A,,,
ent_f8a8cd72,Right frontal gamma correlations,ent_a6c3daa1,haptic preferences,ASSOCIATED_WITH,"we observed right-frontal gamma band correlations, which may be due to the participants’ expectation or preparation to evaluate the preference level.",,1_10.1109_ACCESS.2018.2827023
ent_f8a8cd72,Right frontal gamma correlations,,Finding,IS_A,,,
ent_f8cdc50a,HMD usage,ent_5298e747,a reliable approach for BCI use,IS,"Moreover, we demonstrated that the usage of an HMD is a reliable approach for BCI use.",,1_10.1109_ACCESS.2018.2825378
ent_f8cdc50a,wearable HMD as the display device,,Tool,IS_A,,,
ent_f8cdc50a,HMD usage,,Method,IS_A,,,
ent_f98123b8,transitional state from a steady state,ent_ea5234df,hover,TRANSLATED_INTO,The transitional state between steady states was detected online and translated into a hover.,,1_10.1109_ACCESS.2018.2825378
ent_f98123b8,transitional state from a steady state,,Concept,IS_A,,,
ent_fa69efad,Quacopter,ent_bb5b3f0c,direction that corresponds to the stimulus,FLIES_ALONG,The quadcopter would fly along the direction that corresponded to the stimulus.,,1_10.1109_ACCESS.2018.2825378
ent_fa69efad,Quacopter,,Tool,IS_A,,,
ent_fc67dfbc,Experiment I,ent_9f47ad62,head movement law,INVESTIGATED,Experiment I investigated the head movement law during the SSVEP BCI paradigm.,,1_10.1109_ACCESS.2018.2825378
ent_fc67dfbc,Experiment I,ent_d597ebfa,EEG signal and head pose data,RECORDED,The electroencephalogram (EEG) signal and head pose data were recorded.,,1_10.1109_ACCESS.2018.2825378
ent_fc67dfbc,Experiment I,,Dataset,IS_A,,,
ent_fd3f99c0,Spectral power,ent_cc8f231b,subtracting the baseline mean from every time point within an epoch and dividing this by the baseline standard deviation,WAS_NORMALIZED_BY,Spectral power was normalized by subtracting the baseline mean from every time point within an epoch and dividing this by the baseline standard deviation.,,1_10.1109_ACCESS.2018.2827023
ent_fd3f99c0,Spectral power,,Concept,IS_A,,,
ent_fedfca8f,Task completion event,ent_03c1e106,E-Prime software,IS_SENT_TO,It also detected the moment of completion of the dial task and then sent a task completion event to the E-Prime software.,,1_10.1109_ACCESS.2018.2827023
ent_fedfca8f,Task completion event,,Concept,IS_A,,,
ent_ffd8d8a2,Each run,ent_d3a387f0,16 trials,HAS,Each run had 16 trials (four haptic profiles × four dial rotation scenarios) and the order was counterbalanced using the Latin Square.,,1_10.1109_ACCESS.2018.2827023
ent_ffd8d8a2,Each run,,Concept,IS_A,,,
