source_id,source_name,target_id,target_name,relation_type,evidence,source_paper_id,source_paper
ent_1622b208,self-attention encoder,ent_6a8ce3e7,Vaswani et al. (2017),PROPOSED_BY,The self-attention encoder proposed by Vaswani et al. (2017) learns internal semantic features by modeling pair-wise interactions within the texts themselves.,,paper_4
ent_1622b208,self-attention encoder,ent_d24bbc6c,competitive results on TACRED dataset,ACHIEVES,Bilan and Roth (2018) first applied self-attention encoder to relation extraction task and achieved competitive results on TACRED dataset,,paper_4
ent_1622b208,self-attention encoder,,Method,IS_A,,,
ent_16ee3c42,deep neural networks,ent_290e0799,more complex semantics,HAVE_THE_ABILITY_OF_EXPLORING,Deep neural networks such as Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs) have the ability of exploring more complex semantics and extracting features automatically from raw texts for relation extraction tasks.,,paper_4
ent_16ee3c42,deep neural networks,ent_87eccb5b,better performance,DEMONSTRATE,deep neural networks for relation extraction since they have demonstrated better performance than traditional feature-based and kernel-based approaches,,paper_4
ent_16ee3c42,deep neural networks,,Method,IS_A,,,
ent_198a2ae8,Verga et al. (2018),ent_5b4bced9,self-attention,USED,Verga et al. (2018) used self-attention to encode long contexts spanning multiple sentences for biological relation extraction,,paper_4
ent_198a2ae8,Verga et al. (2018),,Finding,IS_A,,,
ent_19986475,characteristics of texts,,Concept,IS_A,,,
ent_1dc0c053,lexical knowledge bases,,Concept,IS_A,,,
ent_1df71136,word semantic space into relational semantic space,,Concept,IS_A,,,
ent_1f5ca4c6,relation indicators,ent_1dc0c053,lexical knowledge bases,ARE_GENERATED_FROM,The relation indicators are automatically generated from lexical knowledge bases which represent keywords and cue phrases of different relation expressions.,,paper_4
ent_1f5ca4c6,relation indicators,,Concept,IS_A,,,
ent_204f7ca1,F1 score by 0.5,,Metric,IS_A,,,
ent_25ff8646,synonyms,ent_d28611d8,knowledge-attention performance,IMPROVE,The synonyms improve the performance of knowledge-attention since they are able to broaden the coverage of relation indicators.,,paper_4
ent_25ff8646,synonyms,,Concept,IS_A,,,
ent_26094bc9,informative linguistic clues,,Concept,IS_A,,,
ent_26c697c5,encoder-decoder models,ent_86cff112,avg-all,REMOVE,"For encoder-decoder models such as flan-t5, because of the two separated models, we remove avg-all since the hidden states are not in the same space.",,paper_5
ent_26c697c5,encoder-decoder models,,Method,IS_A,,,
ent_290e0799,more complex semantics,,Concept,IS_A,,,
ent_2c0e00de,"existing CNN, RNN, and self-attention based models",,Method,IS_A,,,
ent_2c6e5a2e,Feed-backs dataset,ent_c0d1f715,3 clusters,CONTAINS,Feed-backs contains 3 clusters and 756 human feedbacks to machine generated data.,,paper_5
ent_2c6e5a2e,Feed-backs dataset,,Dataset,IS_A,,,
ent_315f9797,single forward pass,,Concept,IS_A,,,
ent_329046a4,state-of-the-art,,Finding,IS_A,,,
ent_33517d79,texts from word space into relational semantic space,,Concept,IS_A,,,
ent_33fbcbdb,positional information,ent_9e18f07f,relation extraction,IS_IMPORTANT_FOR,This shows that positional information is particularly important for relation extraction task.,,paper_4
ent_33fbcbdb,positional information,,Concept,IS_A,,,
ent_34722c49,better prompt design or task description,,Concept,IS_A,,,
ent_355b75bf,multi-head knowledge-attention structure,ent_e5f2f843,single-head,OUTPERFORMS,The proposed multi-head knowledge-attention structure outperforms single-head signiﬁcantly.,,paper_4
ent_355b75bf,multi-head knowledge-attention structure,,Method,IS_A,,,
ent_3b418446,evaluation metrics,ent_90f43769,"micro-averaged precision, recall and F1 score",ARE,"The evaluation metrics are micro-averaged precision, recall and F1 score.",,paper_4
ent_3b418446,evaluation metrics,,Concept,IS_A,,,
ent_3c24a19b,generation length,,Concept,IS_A,,,
ent_3c2776d8,KISA,ent_1622b208,self-attention encoder,IMPROVES,The performance gain over self-attention encoder is 1.2 F1 with much improved precision.,,paper_4
ent_3c2776d8,KISA,ent_d5c58f40,multi-channel attention,HAS_COMPARABLE_PERFORMANCE_WITH,Knowledge-informed self-attention (KISA) has comparable performance with softmax interpolation.,,paper_4
ent_3c2776d8,KISA,,Method,IS_A,,,
ent_3def2e62,β increases,,Concept,IS_A,,,
ent_3e0468e9,"12,320 triplets",,Finding,IS_A,,,
ent_404ae9b0,EmbR,,Concept,IS_A,,,
ent_41b6f3bb,embedding cluster explanation,,Concept,IS_A,,,
ent_432575e0,higher precision,,Metric,IS_A,,,
ent_4513eb3e,entity categorical embeddings,ent_204f7ca1,F1 score by 0.5,IMPROVES,Results show that adding NER and entity categorical information to MCA integrated model improves F1 score by 0.2 and 0.5 respectively.,,paper_4
ent_4513eb3e,entity categorical embeddings,,Concept,IS_A,,,
ent_475b00bb,instruction awareness tests,ent_3e0468e9,"12,320 triplets",RESULT_IN,"As a result, there are 12,320 triplets in total, half for emotion and half for intent.",,paper_5
ent_475b00bb,instruction awareness tests,,Task,IS_A,,,
ent_4919662c,entity mask strategy,ent_aaedf01f,performance,DEGRADES,Results in Table 3 show that the 'entity mask' strategy degrades the performance.,,paper_4
ent_4919662c,entity mask strategy,,Concept,IS_A,,,
ent_4a7a397c,proposed model,ent_59b99dd0,entity mask is used,IMPROVES_PERFORMANCE_WHEN,"by incorporating knowledge-attention mechanism, our model improves the performance of self-attention by a statistically significant margin.",,paper_4
ent_4a7a397c,proposed model,,Method,IS_A,,,
ent_4a813d93,entity masking,ent_d959342c,entity overfitting,AVOIDS,The entity masking avoids entity overfitting while providing entity type information.,,paper_4
ent_4a813d93,entity masking,,Concept,IS_A,,,
ent_4bdd361b,Transformer,ent_6a8ce3e7,Vaswani et al. (2017),PROPOSED_BY,Vaswani et al. (2017) proposed a solely self-attention-based model called Transformer,,paper_4
ent_4bdd361b,Transformer,,Method,IS_A,,,
ent_4fa90105,precision,ent_3def2e62,β increases,DECREASES_AS,"As β increases, precision decreases and recall increases.",,paper_4
ent_4fa90105,precision,ent_83300226,priority weight β,CAN_BE_CONTROLLED_BY,"Figure 4 shows impact of β on precision, recall and F1 score.",,paper_4
ent_4fa90105,precision,,Metric,IS_A,,,
ent_51a3505f,LLM hidden states,,Concept,IS_A,,,
ent_531b4610,F1 score by 0.2,,Metric,IS_A,,,
ent_5391b429,large-scale textual data analysis and management,,Task,IS_A,,,
ent_551a9bcd,traditional sentence transformers and aggregated embeddings from LLMs,,Finding,IS_A,,,
ent_55ce97ed,NER embeddings,ent_531b4610,F1 score by 0.2,IMPROVES,Results show that adding NER and entity categorical information to MCA integrated model improves F1 score by 0.2 and 0.5 respectively.,,paper_4
ent_55ce97ed,NER embeddings,,Concept,IS_A,,,
ent_55e6ecd9,Text embedder,ent_19986475,characteristics of texts,CAN_CAPTURE,This work aims to build a text embedder that can capture characteristics of texts specified by user instructions.,,paper_5
ent_55e6ecd9,Text embedder,,Tool,IS_A,,,
ent_568e851f,avg-gen,ent_eda93661,re-encoding efficiency,IS_SIMILAR_TO,"And when Ng = 1, all the aggregation methods possess the same efficiency.",,paper_5
ent_568e851f,avg-gen,,Method,IS_A,,,
ent_59b99dd0,entity mask is used,,Concept,IS_A,,,
ent_5a77d9bb,macro-averaged F1 score,,Metric,IS_A,,,
ent_5b4bced9,self-attention,,Method,IS_A,,,
ent_5b76b028,INBEDDER,ent_0a9cf07b,traditional sentence transformers on generic reranking tasks,DOES_NOT_SURPASS,The results in Table 2 show that INBEDDER does not surpass traditional sentence transformers on especially generic reranking tasks.,,paper_5
ent_5b76b028,INBEDDER,ent_34722c49,better prompt design or task description,MIGHT_BENEFIT_FROM,INBEDDER might benefit from better prompt design or task description which we have discussed in Section 5.4.,,paper_5
ent_5b76b028,INBEDDER,ent_41b6f3bb,embedding cluster explanation,IS_APPLICABLE_FOR,INBEDDER inherently is applicable for embedding cluster explanation which will significantly facilitate user-oriented dataset analysis.,,paper_5
ent_5b76b028,INBEDDER,ent_6831c521,diversity in instructions,OFFERS_ADVANTAGES,"Compared to multi-task datasets introduced in Su et al. (2023), our dataset offers significantly greater diversity in instructions.",,paper_5
ent_5b76b028,INBEDDER,ent_7de0e988,instruction-following capabilities,DEMONSTRATES_IMPROVEMENT_IN,INBEDDER demonstrates significantly improved instruction-following capabilities according to our proposed instruction awareness tests and instruction robustness tests.,,paper_5
ent_5b76b028,INBEDDER,ent_9255994f,better interpretability,INDUCES,The auto-regressive objective induces better interpretability of generated embeddings via mining explanations from its generations.,,paper_5
ent_5b76b028,INBEDDER,ent_c64c31ab,large language models,APPLIED_TO,"INBEDDER demonstrates significantly improved instruction-following capabilities when applied to both large language models (LLMs) (e.g., llama-2-7b) and smaller encoder-based LMs (e.g., roberta-large).",,paper_5
ent_5b76b028,INBEDDER,ent_dc86c260,observations on LLMs,DERIVED_FROM,We introduce INBEDDER that is derived from observations on LLMs.,,paper_5
ent_5b76b028,INBEDDER,ent_f9a041ed,embed-via-answering idea,INSTANTIATES,We propose INBEDDER that instantiates this embed-via-answering idea by only fine-tuning language models on abstractive question answering tasks.,,paper_5
ent_5b76b028,INBEDDER,ent_fe7250a3,encoding the entire corpus w.r.t. each user query,REQUIRES,INBEDDER requires encoding the entire corpus w.r.t. each user query which results in significant latency.,,paper_5
ent_5b76b028,INBEDDER,,Tool,IS_A,,,
ent_5b76b028,INBEDDER,,Method,IS_A,,,
ent_5c716ac3,0.9 F1 score,,Metric,IS_A,,,
ent_604340ad,other methods,ent_3c24a19b,generation length,DEPEND_ON,while the others require iterative generations and thus depending on the generation length.,,paper_5
ent_604340ad,other methods,,Concept,IS_A,,,
ent_60aab848,output masking,ent_a7618645,effects of padding tokens,ELIMINATES,The output masking eliminates the effects of the padding tokens.,,paper_4
ent_60aab848,output masking,,Concept,IS_A,,,
ent_61178a51,a two-step approach,,Method,IS_A,,,
ent_6181e787,relation extraction task,ent_6181e787,semantic relationship between two entities,AIMS_TO_DETECT,Relation extraction aims to detect the semantic relationship between two entities in a sentence.,,paper_4
ent_6181e787,relation extraction task,,Task,IS_A,,,
ent_6181e787,semantic relationship between two entities,,Concept,IS_A,,,
ent_646d69aa,natural language processing systems,,Concept,IS_A,,,
ent_64c4c08a,integrated models,ent_2c0e00de,"existing CNN, RNN, and self-attention based models",OUTPERFORM,"our integrated models outperform existing CNN, RNN, and self-attention based models.",,paper_4
ent_64c4c08a,integrated models,ent_5c716ac3,0.9 F1 score,IMPROVE_PERFORMANCE_BY,The integrated models improve performance by at least 0.9 F1 score and achieve new state-of-the-art results among all the single end-to-end models.,,paper_4
ent_64c4c08a,integrated models,,Method,IS_A,,,
ent_67ce7049,knowledge-informed self-attention encoder,ent_cb83ffac,knowledge-attention,INCORPORATES,We propose knowledge-informed self-attention encoder which incorporates knowledge-attention into every self-attention head to jointly model the semantic relations based on both knowledge and data.,,paper_4
ent_67ce7049,knowledge-informed self-attention encoder,,Method,IS_A,,,
ent_6831c521,diversity in instructions,,Finding,IS_A,,,
ent_6a8ce3e7,Vaswani et al. (2017),,Finding,IS_A,,,
ent_6a8ce3e7,Vaswani et al. (2017),,Concept,IS_A,,,
ent_6c969df8,2758,,Finding,IS_A,,,
ent_6ef18be3,ability to address user-specific objectives,,Finding,IS_A,,,
ent_73901d9c,attention mechanisms,ent_2c0e00de,"existing CNN, RNN, and self-attention based models",HAVE_BEEN_APPLIED_TO,"attention mechanisms have been widely applied to CNNs (Wang et al., 2016; Han et al., 2018) and RNNs",,paper_4
ent_73901d9c,attention mechanisms,ent_966d7d7c,many NLP tasks,HAVE_BEEN_PROVEN_TO_BE_EFFECTIVE_IN,"While attention mechanisms have been proven to be effective in many NLP tasks, majority of them are data-driven.",,paper_4
ent_73901d9c,attention mechanisms,,Method,IS_A,,,
ent_73901d9c,attention mechanisms,,Concept,IS_A,,,
ent_7512e45b,STSb,ent_ccdebf4d,sentence pair generation,USED_AS_BASE_DATASET,"We use STSb (Cer et al., 2017) test set as out base dataset to generate sentence pairs.",,paper_5
ent_7512e45b,STSb,,Dataset,IS_A,,,
ent_75e24e1a,Text embedders,ent_5391b429,large-scale textual data analysis and management,PLAY_ROLE_IN,Text embedders play a crucial role in large-scale textual data analysis and management.,,paper_5
ent_75e24e1a,Text embedders,ent_646d69aa,natural language processing systems,EMPOWER,Text embedders empower modern natural language processing systems with a wide variety of abilities like clustering and information retrieval.,,paper_5
ent_75e24e1a,Text embedders,ent_6ef18be3,ability to address user-specific objectives,LACK,"While existing models demonstrate strong effectiveness in representing texts in general, they lack the ability to address user-specific objectives.",,paper_5
ent_75e24e1a,Text embedders,,Tool,IS_A,,,
ent_7c8e385d,1st-gen,ent_b7ca8c55,BOS token,USE,"Notice that for 1st-gen, we use the hidden states for the BOS token in the decoder side.",,paper_5
ent_7c8e385d,1st-gen,,Concept,IS_A,,,
ent_7d8523e9,multi-channel attention (MCA),ent_9e47c51a,adding features,IS_MORE_FLEXIBLE_FOR,"Performance gain is the lowest for multi-channel attention (MCA). However, the model is more flexible in the way that features from other information sources can be easily added.",,paper_4
ent_7d8523e9,multi-channel attention (MCA),,Method,IS_A,,,
ent_7de0e988,instruction-following capabilities,,Finding,IS_A,,,
ent_7f812081,generating tokens then caching intermediate hidden states,,Concept,IS_A,,,
ent_820ccc58,huggingface,ent_d285f2e1,generation function,USE,"Notice that, in huggingface (Wolf et al., 2019), both decoder-only and encoder-decoder model can use 'generation' function",,paper_5
ent_820ccc58,huggingface,,Tool,IS_A,,,
ent_83300226,priority weight β,,Concept,IS_A,,,
ent_8354b322,106k sentences,,Concept,IS_A,,,
ent_84171c20,end-to-end and fully attention-based,,Concept,IS_A,,,
ent_86cff112,avg-all,,Concept,IS_A,,,
ent_87eccb5b,better performance,,Finding,IS_A,,,
ent_90f43769,"micro-averaged precision, recall and F1 score",,Metric,IS_A,,,
ent_91790177,recall,ent_3def2e62,β increases,INCREASES_AS,"As β increases, precision decreases and recall increases.",,paper_4
ent_91790177,recall,ent_83300226,priority weight β,CAN_BE_CONTROLLED_BY,"Figure 4 shows impact of β on precision, recall and F1 score.",,paper_4
ent_91790177,recall,,Metric,IS_A,,,
ent_9255994f,better interpretability,,Finding,IS_A,,,
ent_93eb4fea,SemEval2010-Task8,ent_5a77d9bb,macro-averaged F1 score,USED,We use the official macro-averaged F1 score as evaluation metric.,,paper_4
ent_93eb4fea,SemEval2010-Task8,ent_efca1d5a,8000 training samples and 2717 testing samples,CONTAINS,"The dataset is significantly smaller and simpler than TACRED, which has 8000 training samples and 2717 testing samples.",,paper_4
ent_93eb4fea,SemEval2010-Task8,,Dataset,IS_A,,,
ent_957c1a3b,feature vector f2,,Concept,IS_A,,,
ent_966d7d7c,many NLP tasks,,Task,IS_A,,,
ent_9df52863,Thesaurus.com,ent_9df52863,over 3 million synonyms and antonyms,HAS,Thesaurus.com is the largest online thesaurus which has over 3 million synonyms and antonyms,,paper_4
ent_9df52863,Thesaurus.com,,Dataset,IS_A,,,
ent_9df52863,over 3 million synonyms and antonyms,,Concept,IS_A,,,
ent_9e18f07f,relation extraction,,Task,IS_A,,,
ent_9e18f07f,linguistic clues of relations,,Concept,IS_A,,,
ent_9e47c51a,adding features,,Concept,IS_A,,,
ent_a68f6a61,state-of-the-art performance,ent_f653e11e,TACRED,IS_ACHIEVED_ON,"State-of-the-art performance is achieved on TACRED, a complex and large-scale relation extraction dataset.",,paper_4
ent_a68f6a61,state-of-the-art performance,,Finding,IS_A,,,
ent_a7618645,effects of padding tokens,,Concept,IS_A,,,
ent_aaedf01f,performance,,Finding,IS_A,,,
ent_b032eb54,feature vectors,,Concept,IS_A,,,
ent_b1f1b0f2,sentence embedding function,ent_7f812081,generating tokens then caching intermediate hidden states,IMPLEMENT,We implement the sentence embedding function by generating tokens first and then cache the intermediate hidden states for further compute.,,paper_5
ent_b1f1b0f2,sentence embedding function,,Method,IS_A,,,
ent_b2d8cea8,knowledge-attention mechanism,ent_0b4bec6c,prior knowledge from external lexical resources,INCORPORATES,a novel attention mechanism which incorporates prior knowledge from external lexical resources,,paper_4
ent_b2d8cea8,knowledge-attention mechanism,ent_1df71136,word semantic space into relational semantic space,TRANSFORMS_TEXTS_FROM,"we propose a novel knowledge-attention mechanism, which transforms texts from word semantic space into relational semantic space by attending to relation indicators that are useful in recognizing different relations.",,paper_4
ent_b2d8cea8,knowledge-attention mechanism,ent_33517d79,texts from word space into relational semantic space,TRANSFORMS,The proposed knowledge-attention mechanism transforms texts from word space into relational semantic space.,,paper_4
ent_b2d8cea8,knowledge-attention mechanism,ent_c148cea8,knowledge into Transformer,INCORPORATES,Our work is the first to incorporate knowledge into Transformer through a novel knowledge-attention mechanism,,paper_4
ent_b2d8cea8,knowledge-attention mechanism,,Method,IS_A,,,
ent_b2e9fe5f,neural network’s ability of capturing linguistic clues,,Concept,IS_A,,,
ent_b4bcbeca,relation extraction system,ent_84171c20,end-to-end and fully attention-based,IS,The proposed relation extraction system is end-to-end and fully attention-based.,,paper_4
ent_b4bcbeca,relation extraction system,,Method,IS_A,,,
ent_b4bcbeca,informative linguistic clues of relations,,Concept,IS_A,,,
ent_b634cc35,relation indicators mean vector subtraction,ent_f954a5e1,activation of irrelevant words,HELPS_TO_SUPPRESS,The subtraction of relation indicators mean vector from attention hidden representations helps to suppress the activation of irrelevant words.,,paper_4
ent_b634cc35,relation indicators mean vector subtraction,,Concept,IS_A,,,
ent_b7ca8c55,BOS token,,Concept,IS_A,,,
ent_ba214aaf,Contemporary LLMs,ent_c148cea8,knowledge into Transformer,ARE_COMPOSED_OF,Contemporary LLMs are usually composed of one (encoder-/decoder-only) or two (encoder-decoder) transformer architectures.,,paper_5
ent_ba214aaf,Contemporary LLMs,,Concept,IS_A,,,
ent_c0d1f715,3 clusters,,Finding,IS_A,,,
ent_c148cea8,knowledge into Transformer,,Method,IS_A,,,
ent_c1f64211,instruction robustness,ent_e620c83a,"FewNerd, FewRel, FewEvent datasets",TESTED_WITH,"We adopt clustering datasets FewNerd, FewRel and FewEvent from Zhang et al. (2023b).",,paper_5
ent_c1f64211,instruction robustness,,Task,IS_A,,,
ent_c6258b09,avg-ppt & 1st-gen,ent_315f9797,single forward pass,REQUIRE,"Considering the efficiency, avg-ppt & 1st-gen only require a single forward pass.",,paper_5
ent_c6258b09,avg-ppt & 1st-gen,,Concept,IS_A,,,
ent_c64c31ab,large language models,,Tool,IS_A,,,
ent_c7b424c1,Re-encoding,ent_404ae9b0,EmbR,USES,"We choose EmbR to be a (relatively) light-weight sentence transformer, thus the efficiency of re-encoding is similar to that of avg-gen.",,paper_5
ent_c7b424c1,Re-encoding,ent_61178a51,a two-step approach,IS,"Thus, we propose Re-encoding, which is a two-step approach that first produces the responses Y based on the prompts and then re-encode them using another embedder.",,paper_5
ent_c7b424c1,encoder,ent_c94d7a4c,avg-ppt,EXTRACT,"Besides, we extract avg-ppt from encoder.",,paper_5
ent_c7b424c1,Re-encoding,,Method,IS_A,,,
ent_c7b424c1,encoder,,Concept,IS_A,,,
ent_c94d7a4c,avg-ppt,,Concept,IS_A,,,
ent_cb83ffac,knowledge-attention,ent_1f5ca4c6,relation indicators,FOCUSES_ON_CAPTURING,"Since knowledge-attention focuses on capturing the keywords and cue phrases of relations, the precision will be higher than self-attention while the recall is lower.",,paper_4
ent_cb83ffac,knowledge-attention,ent_957c1a3b,feature vector f2,PRODUCES,"After applying position-aware attention, two feature vectors f1 and f2 are obtained from self-attention and knowledge-attention respectively.",,paper_4
ent_cb83ffac,knowledge-attention,,Method,IS_A,,,
ent_cc20eece,relative position embedding,ent_90f43769,"micro-averaged precision, recall and F1 score",CONTRIBUTES_TO,The relative position embedding term in position-aware attention contributes a significant amount of F1 score.,,paper_4
ent_cc20eece,relative position embedding,,Concept,IS_A,,,
ent_ccdebf4d,sentence pair generation,,Task,IS_A,,,
ent_d07a4aa3,knowledge-attention encoder,ent_0b4bec6c,prior knowledge from external lexical resources,INCORPORATES,We introduce knowledge-attention encoder which effectively incorporates prior knowledge from external lexical resources for relation extraction.,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_0f3762ac,CNN-based and RNN-based models,OUTPERFORMS,It is observed that our proposed knowledge-attention encoder outperforms all CNN-based and RNN-based models by at least 1.3 F1.,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_1622b208,self-attention encoder,IS_BENEFICIAL_TO_INTEGRATE_WITH,"Therefore, it is beneficial to integrate the two models to maximize the utilization of both external knowledge and training data.",,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_26094bc9,informative linguistic clues,CAPTURES,a novel attention mechanism which incorporates prior knowledge from external lexical resources to effectively capture the informative linguistic clues,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_432575e0,higher precision,RESULTS_IN,"Comparing with self-attention encoder, it is observed that knowledge-attention encoder results in higher precision but lower recall.",,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_6181e787,relation extraction task,IS_PROPOSED_FOR,We propose a novel knowledge-attention encoder which incorporates prior knowledge from external lexical resources into deep neural networks for relation extraction task.,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_6181e787,relation extraction task,USED_FOR,to improve its performance on relation extraction task,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_9e18f07f,linguistic clues of relations,CAPTURES_PRECISELY,Our proposed knowledge-attention encoder has complementary strengths of capturing the linguistic clues of relations precisely based on external knowledge.,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_b2e9fe5f,neural network’s ability of capturing linguistic clues,IMPROVES,Our work utilizes the knowledge from external lexical resources to improve deep neural network’s ability of capturing informative linguistic clues,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_b4bcbeca,informative linguistic clues of relations,CAPTURES,The proposed knowledge-attention mechanism transforms texts from word space into relational semantic space and captures the informative linguistic clues of relations effectively.,,paper_4
ent_d07a4aa3,knowledge-attention encoder,ent_f653e11e,TACRED,ACHIEVES_STATEOFTHEART_ON,"The proposed models are fully attention-based end-to-end systems and achieve state-of-the-art results on TACRED dataset, outperforming existing CNN, RNN, and self-attention based models.",,paper_4
ent_d07a4aa3,knowledge-attention encoder,,Method,IS_A,,,
ent_d24bbc6c,competitive results on TACRED dataset,,Finding,IS_A,,,
ent_d285f2e1,generation function,,Concept,IS_A,,,
ent_d28611d8,knowledge-attention performance,,Concept,IS_A,,,
ent_d3bc5b39,RateMyProf,ent_dde7fc9b,4 clusters,CONTAINS,"RateMyProf contains 4 clusters and 2,296 reviews from RateMyProfessor.",,paper_5
ent_d3bc5b39,RateMyProf,,Dataset,IS_A,,,
ent_d5c58f40,multi-channel attention,ent_b032eb54,feature vectors,INTEGRATES,"Finally, the feature vectors are integrated based on attention weights, as shown in Equation 6.",,paper_4
ent_d5c58f40,multi-channel attention,ent_e6658b46,best performance,ACHIEVES,"Comparing the three integrated models, softmax interpolation (SI) achieves the best performance.",,paper_4
ent_d5c58f40,"multi-channel attention, softmax interpolation, and knowledge-informed self-attention",,Concept,IS_A,,,
ent_d5c58f40,multi-channel attention,,Method,IS_A,,,
ent_d90430dd,encoder-only models,ent_fba8a992,avg-gen & 1st-gen & last-gen,REMOVE,"For encoder-only models, we remove 1st-gen and last-gen.",,paper_5
ent_d90430dd,encoder-only models,,Method,IS_A,,,
ent_d959342c,entity overfitting,,Concept,IS_A,,,
ent_dc86c260,observations on LLMs,,Concept,IS_A,,,
ent_dde7fc9b,4 clusters,,Finding,IS_A,,,
ent_e1a9d322,Convolutional Neural Networks,ent_9e18f07f,relation extraction,IS_EFFECTIVE_FOR,CNN with position embeddings is effective for relation extraction,,paper_4
ent_e1a9d322,Convolutional Neural Networks,,Method,IS_A,,,
ent_e4471500,sentence pairs,ent_6c969df8,2758,TOTAL,"As a result, there are 2758 sentence pairs in total.",,paper_5
ent_e4471500,sentence pairs,,Dataset,IS_A,,,
ent_e4af4e66,reliance on training data,,Concept,IS_A,,,
ent_e4f1c707,integration strategies,ent_d5c58f40,"multi-channel attention, softmax interpolation, and knowledge-informed self-attention",INCLUDE,"we propose three integration strategies: multi-channel attention, softmax interpolation, and knowledge-informed self-attention",,paper_4
ent_e4f1c707,integration strategies,,Concept,IS_A,,,
ent_e55418c1,graph convolution,ent_f653e11e,TACRED,ACHIEVES_STATEOFTHEART_RESULTS_ON,Zhang et al. (2018) proposed graph convolution over dependency trees and achieved state-of-the-art results on TACRED dataset,,paper_4
ent_e55418c1,graph convolution,,Method,IS_A,,,
ent_e5f2f843,single-head,,Concept,IS_A,,,
ent_e620c83a,"FewNerd, FewRel, FewEvent datasets",,Dataset,IS_A,,,
ent_e6658b46,best performance,,Finding,IS_A,,,
